1000
[92106429, 0, 6, 12, 14]
select error on 92106647 : [92106647, 14, 2, 0, 2] , correct: [92106647, 14, 2, 0, 6]
select error on 92106648 : [92106648, 8, 15, 11, 18] , correct: [92106648, 8, 15, 11, 16]
select error on 92106649 : [92106649, 0, 16, 15, 2] , correct: [92106649, 0, 16, 15, 13]
select error on 92106650 : [92106650, 6, 14, 17, 16] , correct: [92106650, 6, 14, 17, 18]
select error on 92106651 : [92106651, 13, 5, 15, 3] , correct: [92106651, 13, 5, 15, 15]
select error on 92106652 : [92106652, 15, 7, 6, 14] , correct: [92106652, 15, 7, 6, 12]
select error on 92106653 : [92106653, 10, 13, 0, 7] , correct: [92106653, 10, 13, 0, 2]
select error on 92106654 : [92106654, 12, 13, 0, 10] , correct: [92106654, 12, 13, 0, 8]
select error on 92106655 : [92106655, 9, 11, 5, 5] , correct: [92106655, 9, 11, 5, 3]
select error on 92106656 : [92106656, 3, 18, 20, 20] , correct: [92106656, 3, 18, 20, 17]
select error on 92106657 : [92106657, 0, 5, 18, 2] , correct: [92106657, 0, 5, 18, 12]
select error on 92106658 : [92106658, 3, 5, 1, 15] , correct: [92106658, 3, 5, 1, 8]
select error on 92106659 : [92106659, 8, 20, 4, 17] , correct: [92106659, 8, 20, 4, 1]
select error on 92106660 : [92106660, 5, 15, 1, 19] , correct: [92106660, 5, 15, 1, 0]
select error on 92106661 : [92106661, 14, 15, 14, 2] , correct: [92106661, 14, 15, 14, 4]
select error on 92106662 : [92106662, 5, 1, 19, 0] , correct: [92106662, 5, 1, 19, 11]
select error on 92106663 : [92106663, 20, 7, 16, 9] , correct: [92106663, 20, 7, 16, 4]
select error on 92106664 : [92106664, 6, 8, 17, 0] , correct: [92106664, 6, 8, 17, 17]
select error on 92106665 : [92106665, 12, 9, 14, 3] , correct: [92106665, 12, 9, 14, 15]
select error on 92106666 : [92106666, 10, 20, 2, 16] , correct: [92106666, 10, 20, 2, 4]
select error on 92106667 : [92106667, 10, 2, 6, 1] , correct: [92106667, 10, 2, 6, 8]
select error on 92106668 : [92106668, 18, 15, 4, 18] , correct: [92106668, 18, 15, 4, 7]
select error on 92106669 : [92106669, 12, 5, 13, 11] , correct: [92106669, 12, 5, 13, 16]
select error on 92106670 : [92106670, 11, 20, 7, 3] , correct: [92106670, 11, 20, 7, 11]
select error on 92106671 : [92106671, 6, 19, 15, 10] , correct: [92106671, 6, 19, 15, 16]
select error on 92106672 : [92106672, 11, 6, 10, 13] , correct: [92106672, 11, 6, 10, 4]
select error on 92106673 : [92106673, 2, 14, 19, 11] , correct: [92106673, 2, 14, 19, 13]
select error on 92106674 : [92106674, 18, 15, 6, 4] , correct: [92106674, 18, 15, 6, 15]
select error on 92106675 : [92106675, 9, 19, 16, 16] , correct: [92106675, 9, 19, 16, 14]
select error on 92106676 : [92106676, 11, 4, 1, 4] , correct: [92106676, 11, 4, 1, 8]
select error on 92106677 : [92106677, 1, 8, 1, 11] , correct: [92106677, 1, 8, 1, 9]
select error on 92106678 : [92106678, 9, 14, 14, 5] , correct: [92106678, 9, 14, 14, 15]
select error on 92106679 : [92106679, 7, 6, 3, 4] , correct: [92106679, 7, 6, 3, 8]
select error on 92106680 : [92106680, 16, 18, 16, 20] , correct: [92106680, 16, 18, 16, 1]
select error on 92106681 : [92106681, 7, 13, 15, 6] , correct: [92106681, 7, 13, 15, 19]
select error on 92106682 : [92106682, 10, 3, 4, 13] , correct: [92106682, 10, 3, 4, 1]
select error on 92106683 : [92106683, 7, 1, 12, 13] , correct: [92106683, 7, 1, 12, 12]
select error on 92106684 : [92106684, 0, 15, 20, 3] , correct: [92106684, 0, 15, 20, 13]
select error on 92106685 : [92106685, 6, 9, 17, 1] , correct: [92106685, 6, 9, 17, 10]
select error on 92106686 : [92106686, 16, 19, 1, 7] , correct: [92106686, 16, 19, 1, 15]
select error on 92106687 : [92106687, 2, 3, 0, 11] , correct: [92106687, 2, 3, 0, 4]
select error on 92106688 : [92106688, 2, 12, 6, 0] , correct: [92106688, 2, 12, 6, 7]
select error on 92106689 : [92106689, 10, 19, 7, 16] , correct: [92106689, 10, 19, 7, 14]
select error on 92106690 : [92106690, 2, 9, 8, 20] , correct: [92106690, 2, 9, 8, 17]
select error on 92106691 : [92106691, 13, 15, 18, 2] , correct: [92106691, 13, 15, 18, 7]
select error on 92106692 : [92106692, 1, 7, 16, 1] , correct: [92106692, 1, 7, 16, 18]
select error on 92106693 : [92106693, 1, 20, 19, 4] , correct: [92106693, 1, 20, 19, 20]
select error on 92106695 : [92106695, 12, 11, 15, 0] , correct: [92106695, 12, 11, 15, 20]
select error on 92106696 : [92106696, 13, 3, 14, 14] , correct: [92106696, 13, 3, 14, 18]
select error on 92106697 : [92106697, 1, 7, 6, 4] , correct: [92106697, 1, 7, 6, 15]
select error on 92106698 : [92106698, 14, 9, 11, 9] , correct: [92106698, 14, 9, 11, 15]
select error on 92106699 : [92106699, 2, 10, 19, 1] , correct: [92106699, 2, 10, 19, 13]
select error on 92106700 : [92106700, 15, 8, 4, 11] , correct: [92106700, 15, 8, 4, 4]
select error on 92106701 : [92106701, 6, 18, 20, 15] , correct: [92106701, 6, 18, 20, 5]
select error on 92106702 : [92106702, 7, 10, 13, 17] , correct: [92106702, 7, 10, 13, 10]
select error on 92106703 : [92106703, 8, 3, 13, 3] , correct: [92106703, 8, 3, 13, 8]
select error on 92106704 : [92106704, 6, 1, 10, 5] , correct: [92106704, 6, 1, 10, 14]
select error on 92106705 : [92106705, 12, 17, 16, 6] , correct: [92106705, 12, 17, 16, 18]
select error on 92106706 : [92106706, 1, 16, 19, 3] , correct: [92106706, 1, 16, 19, 8]
select error on 92106707 : [92106707, 6, 7, 16, 10] , correct: [92106707, 6, 7, 16, 14]
select error on 92106708 : [92106708, 3, 15, 3, 14] , correct: [92106708, 3, 15, 3, 17]
select error on 92106709 : [92106709, 19, 10, 5, 13] , correct: [92106709, 19, 10, 5, 7]
select error on 92106710 : [92106710, 17, 12, 8, 3] , correct: [92106710, 17, 12, 8, 19]
select error on 92106711 : [92106711, 9, 6, 0, 10] , correct: [92106711, 9, 6, 0, 12]
select error on 92106712 : [92106712, 6, 15, 17, 2] , correct: [92106712, 6, 15, 17, 13]
select error on 92106713 : [92106713, 20, 10, 7, 3] , correct: [92106713, 20, 10, 7, 10]
select error on 92106714 : [92106714, 16, 1, 15, 6] , correct: [92106714, 16, 1, 15, 17]
select error on 92106715 : [92106715, 19, 17, 9, 16] , correct: [92106715, 19, 17, 9, 17]
select error on 92106716 : [92106716, 12, 20, 15, 1] , correct: [92106716, 12, 20, 15, 11]
select error on 92106717 : [92106717, 2, 16, 2, 14] , correct: [92106717, 2, 16, 2, 12]
select error on 92106718 : [92106718, 5, 14, 20, 17] , correct: [92106718, 5, 14, 20, 19]
select error on 92106719 : [92106719, 20, 19, 12, 0] , correct: [92106719, 20, 19, 12, 4]
select error on 92106720 : [92106720, 7, 1, 11, 7] , correct: [92106720, 7, 1, 11, 17]
select error on 92106721 : [92106721, 9, 10, 5, 6] , correct: [92106721, 9, 10, 5, 10]
select error on 92106722 : [92106722, 7, 14, 14, 14] , correct: [92106722, 7, 14, 14, 8]
select error on 92106723 : [92106723, 20, 5, 10, 20] , correct: [92106723, 20, 5, 10, 1]
select error on 92106724 : [92106724, 16, 16, 3, 4] , correct: [92106724, 16, 16, 3, 14]
select error on 92106725 : [92106725, 9, 17, 15, 19] , correct: [92106725, 9, 17, 15, 10]
select error on 92106726 : [92106726, 9, 15, 2, 3] , correct: [92106726, 9, 15, 2, 19]
select error on 92106727 : [92106727, 14, 2, 15, 3] , correct: [92106727, 14, 2, 15, 13]
select error on 92106729 : [92106729, 1, 10, 0, 12] , correct: [92106729, 1, 10, 0, 15]
select error on 92106730 : [92106730, 19, 16, 7, 9] , correct: [92106730, 19, 16, 7, 4]
select error on 92106732 : [92106732, 4, 0, 13, 12] , correct: [92106732, 4, 0, 13, 20]
select error on 92106733 : [92106733, 8, 13, 16, 7] , correct: [92106733, 8, 13, 16, 17]
select error on 92106734 : [92106734, 3, 6, 10, 3] , correct: [92106734, 3, 6, 10, 17]
select error on 92106735 : [92106735, 0, 20, 18, 0] , correct: [92106735, 0, 20, 18, 11]
select error on 92106736 : [92106736, 3, 5, 11, 14] , correct: [92106736, 3, 5, 11, 0]
select error on 92106737 : [92106737, 8, 20, 9, 16] , correct: [92106737, 8, 20, 9, 11]
select error on 92106738 : [92106738, 1, 1, 11, 7] , correct: [92106738, 1, 1, 11, 4]
select error on 92106739 : [92106739, 3, 13, 20, 9] , correct: [92106739, 3, 13, 20, 17]
select error on 92106740 : [92106740, 4, 5, 14, 14] , correct: [92106740, 4, 5, 14, 11]
select error on 92106742 : [92106742, 11, 4, 19, 13] , correct: [92106742, 11, 4, 19, 19]
select error on 92106743 : [92106743, 2, 9, 11, 17] , correct: [92106743, 2, 9, 11, 19]
select error on 92106744 : [92106744, 5, 11, 16, 13] , correct: [92106744, 5, 11, 16, 16]
select error on 92106745 : [92106745, 14, 6, 19, 7] , correct: [92106745, 14, 6, 19, 9]
select error on 92106746 : [92106746, 20, 20, 12, 9] , correct: [92106746, 20, 20, 12, 5]
select error on 92106747 : [92106747, 20, 15, 0, 15] , correct: [92106747, 20, 15, 0, 4]
select error on 92106748 : [92106748, 17, 16, 15, 3] , correct: [92106748, 17, 16, 15, 6]
select error on 92106749 : [92106749, 11, 11, 10, 8] , correct: [92106749, 11, 11, 10, 15]
select error on 92106750 : [92106750, 12, 9, 17, 17] , correct: [92106750, 12, 9, 17, 12]
select error on 92106751 : [92106751, 15, 2, 16, 11] , correct: [92106751, 15, 2, 16, 17]
select error on 92106752 : [92106752, 8, 10, 3, 6] , correct: [92106752, 8, 10, 3, 20]
select error on 92106753 : [92106753, 1, 8, 3, 9] , correct: [92106753, 1, 8, 3, 0]
select error on 92106754 : [92106754, 2, 6, 5, 20] , correct: [92106754, 2, 6, 5, 6]
select error on 92106755 : [92106755, 6, 11, 7, 1] , correct: [92106755, 6, 11, 7, 16]
select error on 92106756 : [92106756, 4, 19, 0, 4] , correct: [92106756, 4, 19, 0, 15]
select error on 92106757 : [92106757, 14, 12, 16, 4] , correct: [92106757, 14, 12, 16, 8]
select error on 92106758 : [92106758, 3, 12, 19, 19] , correct: [92106758, 3, 12, 19, 14]
select error on 92106759 : [92106759, 18, 17, 18, 12] , correct: [92106759, 18, 17, 18, 16]
select error on 92106760 : [92106760, 2, 16, 1, 14] , correct: [92106760, 2, 16, 1, 1]
select error on 92106761 : [92106761, 20, 7, 12, 5] , correct: [92106761, 20, 7, 12, 2]
select error on 92106762 : [92106762, 12, 7, 20, 1] , correct: [92106762, 12, 7, 20, 18]
select error on 92106763 : [92106763, 12, 9, 8, 9] , correct: [92106763, 12, 9, 8, 15]
select error on 92106764 : [92106764, 6, 5, 10, 6] , correct: [92106764, 6, 5, 10, 12]
select error on 92106765 : [92106765, 5, 12, 20, 17] , correct: [92106765, 5, 12, 20, 13]
select error on 92106766 : [92106766, 10, 19, 11, 5] , correct: [92106766, 10, 19, 11, 18]
select error on 92106767 : [92106767, 1, 0, 12, 12] , correct: [92106767, 1, 0, 12, 8]
select error on 92106768 : [92106768, 11, 18, 14, 11] , correct: [92106768, 11, 18, 14, 5]
select error on 92106770 : [92106770, 2, 7, 9, 0] , correct: [92106770, 2, 7, 9, 10]
select error on 92106771 : [92106771, 8, 8, 14, 11] , correct: [92106771, 8, 8, 14, 4]
select error on 92106772 : [92106772, 9, 12, 0, 16] , correct: [92106772, 9, 12, 0, 9]
select error on 92106773 : [92106773, 12, 8, 1, 9] , correct: [92106773, 12, 8, 1, 7]
select error on 92106774 : [92106774, 12, 2, 5, 4] , correct: [92106774, 12, 2, 5, 7]
select error on 92106775 : [92106775, 4, 5, 0, 8] , correct: [92106775, 4, 5, 0, 6]
select error on 92106776 : [92106776, 19, 10, 3, 11] , correct: [92106776, 19, 10, 3, 5]
select error on 92106777 : [92106777, 13, 0, 5, 12] , correct: [92106777, 13, 0, 5, 5]
select error on 92106778 : [92106778, 8, 0, 2, 10] , correct: [92106778, 8, 0, 2, 6]
select error on 92106779 : [92106779, 16, 13, 12, 14] , correct: [92106779, 16, 13, 12, 5]
select error on 92106780 : [92106780, 20, 2, 3, 10] , correct: [92106780, 20, 2, 3, 1]
select error on 92106781 : [92106781, 1, 13, 7, 2] , correct: [92106781, 1, 13, 7, 15]
select error on 92106782 : [92106782, 7, 5, 8, 6] , correct: [92106782, 7, 5, 8, 9]
select error on 92106783 : [92106783, 19, 16, 10, 0] , correct: [92106783, 19, 16, 10, 17]
select error on 92106784 : [92106784, 17, 0, 13, 12] , correct: [92106784, 17, 0, 13, 10]
select error on 92106785 : [92106785, 6, 7, 7, 19] , correct: [92106785, 6, 7, 7, 16]
select error on 92106786 : [92106786, 10, 16, 12, 5] , correct: [92106786, 10, 16, 12, 20]
select error on 92106787 : [92106787, 17, 19, 16, 19] , correct: [92106787, 17, 19, 16, 17]
select error on 92106788 : [92106788, 14, 12, 10, 0] , correct: [92106788, 14, 12, 10, 20]
select error on 92106789 : [92106789, 0, 11, 9, 14] , correct: [92106789, 0, 11, 9, 13]
select error on 92106790 : [92106790, 18, 11, 13, 2] , correct: [92106790, 18, 11, 13, 17]
select error on 92106791 : [92106791, 7, 9, 13, 20] , correct: [92106791, 7, 9, 13, 0]
select error on 92106792 : [92106792, 12, 19, 14, 16] , correct: [92106792, 12, 19, 14, 15]
select error on 92106793 : [92106793, 9, 19, 20, 17] , correct: [92106793, 9, 19, 20, 15]
select error on 92106794 : [92106794, 8, 0, 2, 20] , correct: [92106794, 8, 0, 2, 5]
select error on 92106795 : [92106795, 18, 7, 3, 1] , correct: [92106795, 18, 7, 3, 19]
select error on 92106796 : [92106796, 0, 0, 20, 17] , correct: [92106796, 0, 0, 20, 0]
select error on 92106798 : [92106798, 3, 7, 11, 7] , correct: [92106798, 3, 7, 11, 8]
select error on 92106799 : [92106799, 1, 2, 13, 5] , correct: [92106799, 1, 2, 13, 10]
select error on 92106800 : [92106800, 20, 8, 5, 20] , correct: [92106800, 20, 8, 5, 8]
select error on 92106801 : [92106801, 11, 5, 6, 6] , correct: [92106801, 11, 5, 6, 8]
select error on 92106802 : [92106802, 13, 13, 2, 5] , correct: [92106802, 13, 13, 2, 8]
select error on 92106803 : [92106803, 8, 10, 14, 10] , correct: [92106803, 8, 10, 14, 0]
select error on 92106804 : [92106804, 15, 7, 20, 11] , correct: [92106804, 15, 7, 20, 18]
select error on 92106805 : [92106805, 7, 6, 4, 15] , correct: [92106805, 7, 6, 4, 11]
select error on 92106806 : [92106806, 1, 10, 3, 1] , correct: [92106806, 1, 10, 3, 17]
select error on 92106807 : [92106807, 12, 8, 11, 18] , correct: [92106807, 12, 8, 11, 15]
select error on 92106808 : [92106808, 17, 10, 2, 14] , correct: [92106808, 17, 10, 2, 13]
select error on 92106809 : [92106809, 15, 7, 11, 14] , correct: [92106809, 15, 7, 11, 2]
select error on 92106810 : [92106810, 1, 20, 12, 10] , correct: [92106810, 1, 20, 12, 5]
select error on 92106811 : [92106811, 8, 3, 11, 12] , correct: [92106811, 8, 3, 11, 14]
select error on 92106813 : [92106813, 14, 2, 17, 16] , correct: [92106813, 14, 2, 17, 19]
select error on 92106814 : [92106814, 13, 3, 13, 1] , correct: [92106814, 13, 3, 13, 15]
select error on 92106816 : [92106816, 8, 2, 1, 8] , correct: [92106816, 8, 2, 1, 1]
select error on 92106817 : [92106817, 15, 3, 10, 19] , correct: [92106817, 15, 3, 10, 14]
select error on 92106818 : [92106818, 5, 18, 14, 14] , correct: [92106818, 5, 18, 14, 5]
select error on 92106819 : [92106819, 3, 19, 11, 19] , correct: [92106819, 3, 19, 11, 13]
select error on 92106820 : [92106820, 12, 5, 18, 20] , correct: [92106820, 12, 5, 18, 7]
select error on 92106821 : [92106821, 11, 3, 14, 4] , correct: [92106821, 11, 3, 14, 10]
select error on 92106822 : [92106822, 16, 14, 11, 0] , correct: [92106822, 16, 14, 11, 9]
select error on 92106823 : [92106823, 7, 14, 5, 19] , correct: [92106823, 7, 14, 5, 14]
select error on 92106824 : [92106824, 17, 7, 16, 20] , correct: [92106824, 17, 7, 16, 7]
select error on 92106825 : [92106825, 4, 18, 3, 15] , correct: [92106825, 4, 18, 3, 6]
select error on 92106827 : [92106827, 18, 6, 2, 18] , correct: [92106827, 18, 6, 2, 10]
select error on 92106828 : [92106828, 12, 8, 13, 17] , correct: [92106828, 12, 8, 13, 19]
select error on 92106829 : [92106829, 5, 16, 15, 14] , correct: [92106829, 5, 16, 15, 1]
select error on 92106830 : [92106830, 11, 13, 19, 7] , correct: [92106830, 11, 13, 19, 12]
select error on 92106831 : [92106831, 5, 5, 1, 14] , correct: [92106831, 5, 5, 1, 4]
select error on 92106832 : [92106832, 17, 7, 20, 0] , correct: [92106832, 17, 7, 20, 17]
select error on 92106833 : [92106833, 1, 1, 2, 19] , correct: [92106833, 1, 1, 2, 14]
select error on 92106834 : [92106834, 0, 17, 15, 5] , correct: [92106834, 0, 17, 15, 9]
select error on 92106835 : [92106835, 4, 7, 10, 9] , correct: [92106835, 4, 7, 10, 3]
select error on 92106836 : [92106836, 11, 16, 16, 19] , correct: [92106836, 11, 16, 16, 14]
select error on 92106837 : [92106837, 7, 2, 20, 2] , correct: [92106837, 7, 2, 20, 15]
select error on 92106838 : [92106838, 17, 4, 18, 7] , correct: [92106838, 17, 4, 18, 6]
select error on 92106839 : [92106839, 12, 20, 6, 1] , correct: [92106839, 12, 20, 6, 7]
select error on 92106840 : [92106840, 11, 6, 4, 16] , correct: [92106840, 11, 6, 4, 3]
select error on 92106841 : [92106841, 8, 3, 3, 11] , correct: [92106841, 8, 3, 3, 6]
select error on 92106842 : [92106842, 18, 14, 9, 7] , correct: [92106842, 18, 14, 9, 13]
select error on 92106843 : [92106843, 6, 20, 16, 2] , correct: [92106843, 6, 20, 16, 12]
select error on 92106844 : [92106844, 19, 15, 2, 18] , correct: [92106844, 19, 15, 2, 4]
select error on 92106845 : [92106845, 18, 13, 20, 13] , correct: [92106845, 18, 13, 20, 14]
select error on 92106846 : [92106846, 5, 1, 11, 18] , correct: [92106846, 5, 1, 11, 15]
select error on 92106847 : [92106847, 10, 1, 11, 1] , correct: [92106847, 10, 1, 11, 4]
select error on 92106848 : [92106848, 9, 20, 13, 19] , correct: [92106848, 9, 20, 13, 8]
select error on 92106849 : [92106849, 2, 13, 20, 2] , correct: [92106849, 2, 13, 20, 9]
select error on 92106850 : [92106850, 4, 11, 1, 0] , correct: [92106850, 4, 11, 1, 18]
select error on 92106851 : [92106851, 14, 12, 5, 1] , correct: [92106851, 14, 12, 5, 18]
select error on 92106852 : [92106852, 18, 14, 20, 8] , correct: [92106852, 18, 14, 20, 0]
select error on 92106853 : [92106853, 12, 13, 0, 18] , correct: [92106853, 12, 13, 0, 0]
select error on 92106854 : [92106854, 20, 5, 13, 16] , correct: [92106854, 20, 5, 13, 7]
select error on 92106855 : [92106855, 6, 8, 16, 13] , correct: [92106855, 6, 8, 16, 11]
select error on 92106856 : [92106856, 6, 8, 4, 3] , correct: [92106856, 6, 8, 4, 2]
select error on 92106857 : [92106857, 16, 6, 1, 11] , correct: [92106857, 16, 6, 1, 19]
select error on 92106858 : [92106858, 4, 4, 18, 2] , correct: [92106858, 4, 4, 18, 8]
select error on 92106859 : [92106859, 4, 15, 19, 14] , correct: [92106859, 4, 15, 19, 19]
select error on 92106860 : [92106860, 10, 5, 19, 8] , correct: [92106860, 10, 5, 19, 11]
select error on 92106861 : [92106861, 6, 16, 0, 14] , correct: [92106861, 6, 16, 0, 5]
select error on 92106862 : [92106862, 12, 11, 2, 5] , correct: [92106862, 12, 11, 2, 17]
select error on 92106864 : [92106864, 10, 1, 15, 16] , correct: [92106864, 10, 1, 15, 10]
select error on 92106865 : [92106865, 17, 19, 1, 0] , correct: [92106865, 17, 19, 1, 13]
select error on 92106866 : [92106866, 13, 5, 12, 20] , correct: [92106866, 13, 5, 12, 6]
select error on 92106867 : [92106867, 11, 1, 4, 14] , correct: [92106867, 11, 1, 4, 17]
select error on 92106868 : [92106868, 10, 7, 7, 7] , correct: [92106868, 10, 7, 7, 0]
select error on 92106869 : [92106869, 17, 10, 18, 7] , correct: [92106869, 17, 10, 18, 6]
select error on 92106870 : [92106870, 10, 8, 17, 16] , correct: [92106870, 10, 8, 17, 10]
select error on 92106873 : [92106873, 0, 0, 9, 9] , correct: [92106873, 0, 0, 9, 20]
select error on 92106874 : [92106874, 4, 16, 5, 7] , correct: [92106874, 4, 16, 5, 3]
select error on 92106875 : [92106875, 12, 10, 13, 12] , correct: [92106875, 12, 10, 13, 11]
select error on 92106876 : [92106876, 10, 14, 17, 17] , correct: [92106876, 10, 14, 17, 12]
select error on 92106877 : [92106877, 11, 3, 11, 12] , correct: [92106877, 11, 3, 11, 20]
select error on 92106878 : [92106878, 13, 20, 0, 8] , correct: [92106878, 13, 20, 0, 10]
select error on 92106879 : [92106879, 4, 6, 9, 6] , correct: [92106879, 4, 6, 9, 1]
select error on 92106880 : [92106880, 16, 20, 4, 20] , correct: [92106880, 16, 20, 4, 13]
select error on 92106881 : [92106881, 3, 1, 2, 16] , correct: [92106881, 3, 1, 2, 5]
select error on 92106882 : [92106882, 5, 4, 20, 4] , correct: [92106882, 5, 4, 20, 10]
select error on 92106883 : [92106883, 7, 0, 19, 9] , correct: [92106883, 7, 0, 19, 18]
select error on 92106884 : [92106884, 12, 9, 19, 4] , correct: [92106884, 12, 9, 19, 0]
select error on 92106885 : [92106885, 18, 14, 14, 14] , correct: [92106885, 18, 14, 14, 8]
select error on 92106886 : [92106886, 7, 19, 2, 1] , correct: [92106886, 7, 19, 2, 17]
select error on 92106887 : [92106887, 17, 3, 9, 8] , correct: [92106887, 17, 3, 9, 15]
select error on 92106888 : [92106888, 10, 3, 18, 18] , correct: [92106888, 10, 3, 18, 11]
select error on 92106889 : [92106889, 12, 4, 20, 3] , correct: [92106889, 12, 4, 20, 20]
select error on 92106890 : [92106890, 14, 5, 14, 8] , correct: [92106890, 14, 5, 14, 20]
select error on 92106891 : [92106891, 5, 17, 8, 20] , correct: [92106891, 5, 17, 8, 12]
select error on 92106892 : [92106892, 1, 13, 20, 20] , correct: [92106892, 1, 13, 20, 19]
select error on 92106893 : [92106893, 2, 15, 14, 0] , correct: [92106893, 2, 15, 14, 19]
select error on 92106894 : [92106894, 8, 14, 12, 19] , correct: [92106894, 8, 14, 12, 2]
select error on 92106895 : [92106895, 16, 18, 20, 13] , correct: [92106895, 16, 18, 20, 2]
select error on 92106896 : [92106896, 11, 13, 13, 6] , correct: [92106896, 11, 13, 13, 17]
select error on 92106897 : [92106897, 0, 13, 0, 6] , correct: [92106897, 0, 13, 0, 10]
select error on 92106899 : [92106899, 15, 0, 10, 10] , correct: [92106899, 15, 0, 10, 9]
select error on 92106900 : [92106900, 20, 16, 3, 9] , correct: [92106900, 20, 16, 3, 20]
select error on 92106901 : [92106901, 2, 1, 5, 10] , correct: [92106901, 2, 1, 5, 3]
select error on 92106902 : [92106902, 19, 0, 2, 1] , correct: [92106902, 19, 0, 2, 12]
select error on 92106903 : [92106903, 2, 15, 18, 4] , correct: [92106903, 2, 15, 18, 18]
select error on 92106905 : [92106905, 9, 4, 11, 20] , correct: [92106905, 9, 4, 11, 12]
select error on 92106906 : [92106906, 10, 10, 2, 12] , correct: [92106906, 10, 10, 2, 13]
select error on 92106907 : [92106907, 3, 9, 4, 19] , correct: [92106907, 3, 9, 4, 2]
select error on 92106908 : [92106908, 3, 2, 20, 5] , correct: [92106908, 3, 2, 20, 20]
select error on 92106909 : [92106909, 6, 9, 17, 18] , correct: [92106909, 6, 9, 17, 11]
select error on 92106910 : [92106910, 18, 3, 11, 0] , correct: [92106910, 18, 3, 11, 8]
select error on 92106911 : [92106911, 13, 11, 18, 13] , correct: [92106911, 13, 11, 18, 2]
select error on 92106912 : [92106912, 10, 0, 19, 8] , correct: [92106912, 10, 0, 19, 16]
select error on 92106913 : [92106913, 13, 20, 9, 0] , correct: [92106913, 13, 20, 9, 9]
select error on 92106914 : [92106914, 18, 15, 20, 4] , correct: [92106914, 18, 15, 20, 13]
select error on 92106915 : [92106915, 3, 7, 15, 6] , correct: [92106915, 3, 7, 15, 0]
select error on 92106916 : [92106916, 0, 15, 1, 16] , correct: [92106916, 0, 15, 1, 12]
select error on 92106917 : [92106917, 16, 10, 10, 12] , correct: [92106917, 16, 10, 10, 18]
select error on 92106918 : [92106918, 16, 3, 15, 8] , correct: [92106918, 16, 3, 15, 17]
select error on 92106919 : [92106919, 18, 9, 0, 19] , correct: [92106919, 18, 9, 0, 10]
select error on 92106920 : [92106920, 7, 8, 2, 17] , correct: [92106920, 7, 8, 2, 5]
select error on 92106921 : [92106921, 5, 6, 6, 19] , correct: [92106921, 5, 6, 6, 4]
select error on 92106922 : [92106922, 5, 2, 10, 20] , correct: [92106922, 5, 2, 10, 18]
select error on 92106923 : [92106923, 2, 11, 14, 11] , correct: [92106923, 2, 11, 14, 0]
select error on 92106924 : [92106924, 10, 7, 10, 19] , correct: [92106924, 10, 7, 10, 16]
select error on 92106925 : [92106925, 5, 4, 14, 9] , correct: [92106925, 5, 4, 14, 11]
select error on 92106926 : [92106926, 14, 14, 7, 20] , correct: [92106926, 14, 14, 7, 18]
select error on 92106927 : [92106927, 19, 7, 2, 19] , correct: [92106927, 19, 7, 2, 7]
select error on 92106928 : [92106928, 7, 11, 20, 8] , correct: [92106928, 7, 11, 20, 9]
select error on 92106929 : [92106929, 11, 15, 9, 18] , correct: [92106929, 11, 15, 9, 2]
select error on 92106930 : [92106930, 0, 9, 3, 8] , correct: [92106930, 0, 9, 3, 17]
select error on 92106931 : [92106931, 8, 0, 11, 7] , correct: [92106931, 8, 0, 11, 12]
select error on 92106932 : [92106932, 1, 20, 19, 18] , correct: [92106932, 1, 20, 19, 9]
select error on 92106933 : [92106933, 18, 12, 4, 17] , correct: [92106933, 18, 12, 4, 7]
select error on 92106934 : [92106934, 11, 14, 15, 7] , correct: [92106934, 11, 14, 15, 6]
select error on 92106935 : [92106935, 4, 14, 20, 4] , correct: [92106935, 4, 14, 20, 0]
select error on 92106936 : [92106936, 9, 8, 19, 13] , correct: [92106936, 9, 8, 19, 2]
select error on 92106937 : [92106937, 19, 9, 16, 18] , correct: [92106937, 19, 9, 16, 2]
select error on 92106938 : [92106938, 6, 18, 9, 7] , correct: [92106938, 6, 18, 9, 19]
select error on 92106940 : [92106940, 14, 13, 18, 19] , correct: [92106940, 14, 13, 18, 20]
select error on 92106941 : [92106941, 0, 19, 5, 1] , correct: [92106941, 0, 19, 5, 20]
select error on 92106942 : [92106942, 17, 2, 18, 18] , correct: [92106942, 17, 2, 18, 9]
select error on 92106944 : [92106944, 7, 19, 18, 12] , correct: [92106944, 7, 19, 18, 17]
select error on 92106945 : [92106945, 0, 11, 5, 13] , correct: [92106945, 0, 11, 5, 7]
select error on 92106946 : [92106946, 1, 10, 19, 3] , correct: [92106946, 1, 10, 19, 13]
select error on 92106947 : [92106947, 12, 9, 7, 6] , correct: [92106947, 12, 9, 7, 2]
select error on 92106948 : [92106948, 11, 4, 4, 6] , correct: [92106948, 11, 4, 4, 17]
select error on 92106949 : [92106949, 20, 10, 19, 18] , correct: [92106949, 20, 10, 19, 0]
select error on 92106950 : [92106950, 13, 5, 12, 11] , correct: [92106950, 13, 5, 12, 14]
select error on 92106951 : [92106951, 10, 13, 15, 6] , correct: [92106951, 10, 13, 15, 4]
select error on 92106952 : [92106952, 5, 13, 10, 9] , correct: [92106952, 5, 13, 10, 1]
select error on 92106953 : [92106953, 1, 9, 13, 1] , correct: [92106953, 1, 9, 13, 11]
